"scaff" "geneID" "CHROM"
"1" "ScA8VGg_100;HRSCAF=169" "LOC110178064" "NA"
"11563" "ScA8VGg_76;HRSCAF=120" "LOC110187759" "3R"
"11564" "ScA8VGg_76;HRSCAF=120" "LOC110187792" "3R"
"11565" "ScA8VGg_76;HRSCAF=120" "LOC110187850" "3R"
"11566" "ScA8VGg_76;HRSCAF=120" "LOC110187851" "3R"
"11567" "ScA8VGg_76;HRSCAF=120" "LOC110187709" "3R"
"11568" "ScA8VGg_76;HRSCAF=120" "LOC110187853" "3R"
"11569" "ScA8VGg_76;HRSCAF=120" "LOC110188009" "3R"
"11570" "ScA8VGg_76;HRSCAF=120" "LOC110188047" "3R"
"11571" "ScA8VGg_76;HRSCAF=120" "LOC110187990" "3R"
"11572" "ScA8VGg_76;HRSCAF=120" "LOC110187784" "3R"
"11573" "ScA8VGg_76;HRSCAF=120" "LOC110188062" "3R"
"11574" "ScA8VGg_76;HRSCAF=120" "LOC110187989" "3R"
"11575" "ScA8VGg_76;HRSCAF=120" "LOC110187988" "3R"
"11576" "ScA8VGg_76;HRSCAF=120" "LOC110187986" "3R"
"11577" "ScA8VGg_76;HRSCAF=120" "LOC110187912" "3R"
"11578" "ScA8VGg_76;HRSCAF=120" "LOC110188016" "3R"
"11579" "ScA8VGg_76;HRSCAF=120" "LOC110187984" "3R"
"11580" "ScA8VGg_76;HRSCAF=120" "LOC110187874" "3R"
"11581" "ScA8VGg_76;HRSCAF=120" "LOC110188061" "3R"
"11582" "ScA8VGg_76;HRSCAF=120" "LOC110187769" "3R"
"11583" "ScA8VGg_76;HRSCAF=120" "LOC110187798" "3R"
"11584" "ScA8VGg_76;HRSCAF=120" "LOC110187797" "3R"
"11585" "ScA8VGg_76;HRSCAF=120" "LOC110187796" "3R"
"11586" "ScA8VGg_76;HRSCAF=120" "LOC110187697" "3R"
"11587" "ScA8VGg_76;HRSCAF=120" "LOC110187696" "3R"
"11588" "ScA8VGg_76;HRSCAF=120" "LOC110188146" "3R"
"11589" "ScA8VGg_76;HRSCAF=120" "LOC110188145" "3R"
"11590" "ScA8VGg_76;HRSCAF=120" "LOC110187739" "3R"
"11591" "ScA8VGg_76;HRSCAF=120" "LOC110187983" "3R"
"11592" "ScA8VGg_76;HRSCAF=120" "LOC110187823" "3R"
"11593" "ScA8VGg_76;HRSCAF=120" "LOC110187904" "3R"
"11594" "ScA8VGg_76;HRSCAF=120" "LOC110187843" "3R"
"11595" "ScA8VGg_76;HRSCAF=120" "LOC110187636" "3R"
"11596" "ScA8VGg_76;HRSCAF=120" "LOC110187638" "3R"
"11597" "ScA8VGg_76;HRSCAF=120" "LOC110187634" "3R"
"11598" "ScA8VGg_76;HRSCAF=120" "LOC110187635" "3R"
"11599" "ScA8VGg_76;HRSCAF=120" "LOC110187728" "3R"
"11600" "ScA8VGg_76;HRSCAF=120" "LOC110187704" "3R"
"11601" "ScA8VGg_76;HRSCAF=120" "LOC110187782" "3R"
"11602" "ScA8VGg_76;HRSCAF=120" "LOC110187717" "3R"
"11603" "ScA8VGg_76;HRSCAF=120" "LOC110187719" "3R"
"11604" "ScA8VGg_76;HRSCAF=120" "LOC110187716" "3R"
"11605" "ScA8VGg_76;HRSCAF=120" "LOC110187718" "3R"
"11606" "ScA8VGg_76;HRSCAF=120" "LOC110187863" "3R"
"11607" "ScA8VGg_76;HRSCAF=120" "LOC110187824" "3R"
"11608" "ScA8VGg_76;HRSCAF=120" "LOC110188043" "3R"
"11609" "ScA8VGg_76;HRSCAF=120" "LOC110188042" "3R"
"11610" "ScA8VGg_76;HRSCAF=120" "LOC110187752" "3R"
"11611" "ScA8VGg_76;HRSCAF=120" "LOC110188088" "3R"
"11612" "ScA8VGg_76;HRSCAF=120" "LOC110188091" "3R"
"11613" "ScA8VGg_76;HRSCAF=120" "LOC110188092" "3R"
"11614" "ScA8VGg_76;HRSCAF=120" "LOC110188093" "3R"
"11615" "ScA8VGg_76;HRSCAF=120" "LOC110188089" "3R"
"11616" "ScA8VGg_76;HRSCAF=120" "LOC110188090" "3R"
"11617" "ScA8VGg_76;HRSCAF=120" "LOC110187961" "3R"
"11618" "ScA8VGg_76;HRSCAF=120" "LOC110187960" "3R"
"11619" "ScA8VGg_76;HRSCAF=120" "LOC110188021" "3R"
"11620" "ScA8VGg_76;HRSCAF=120" "LOC110188101" "3R"
"11621" "ScA8VGg_76;HRSCAF=120" "LOC110187785" "3R"
"11622" "ScA8VGg_76;HRSCAF=120" "LOC110188031" "3R"
"11623" "ScA8VGg_76;HRSCAF=120" "LOC110188029" "3R"
"11624" "ScA8VGg_76;HRSCAF=120" "LOC110188033" "3R"
"11625" "ScA8VGg_76;HRSCAF=120" "LOC110188030" "3R"
"11626" "ScA8VGg_76;HRSCAF=120" "LOC110188028" "3R"
"11627" "ScA8VGg_76;HRSCAF=120" "LOC110188027" "3R"
"11628" "ScA8VGg_76;HRSCAF=120" "LOC110187715" "3R"
"11629" "ScA8VGg_76;HRSCAF=120" "LOC110187877" "3R"
"11630" "ScA8VGg_76;HRSCAF=120" "LOC110187876" "3R"
"11631" "ScA8VGg_76;HRSCAF=120" "LOC110187875" "3R"
"11632" "ScA8VGg_76;HRSCAF=120" "LOC110187980" "3R"
"11633" "ScA8VGg_76;HRSCAF=120" "LOC110187742" "3R"
"11634" "ScA8VGg_76;HRSCAF=120" "LOC110187743" "3R"
"11635" "ScA8VGg_76;HRSCAF=120" "LOC110187653" "3R"
"11636" "ScA8VGg_76;HRSCAF=120" "LOC110188007" "3R"
"11637" "ScA8VGg_76;HRSCAF=120" "LOC110187902" "3R"
"11638" "ScA8VGg_76;HRSCAF=120" "LOC110187979" "3R"
"11639" "ScA8VGg_76;HRSCAF=120" "LOC110187978" "3R"
"11640" "ScA8VGg_76;HRSCAF=120" "LOC110187976" "3R"
"11641" "ScA8VGg_76;HRSCAF=120" "LOC110188107" "3R"
"11642" "ScA8VGg_76;HRSCAF=120" "LOC110188060" "3R"
"11643" "ScA8VGg_76;HRSCAF=120" "LOC110188013" "3R"
"11644" "ScA8VGg_76;HRSCAF=120" "LOC110188098" "3R"
"11645" "ScA8VGg_76;HRSCAF=120" "LOC110188097" "3R"
"11646" "ScA8VGg_76;HRSCAF=120" "LOC110188099" "3R"
"11647" "ScA8VGg_76;HRSCAF=120" "LOC110187767" "3R"
"11648" "ScA8VGg_76;HRSCAF=120" "LOC110187975" "3R"
"11649" "ScA8VGg_76;HRSCAF=120" "LOC110187974" "3R"
"11650" "ScA8VGg_76;HRSCAF=120" "LOC110187973" "3R"
"11651" "ScA8VGg_76;HRSCAF=120" "LOC110187972" "3R"
"11652" "ScA8VGg_76;HRSCAF=120" "LOC110187903" "3R"
"11653" "ScA8VGg_76;HRSCAF=120" "LOC110187845" "3R"
"11654" "ScA8VGg_76;HRSCAF=120" "LOC110187971" "3R"
"11655" "ScA8VGg_76;HRSCAF=120" "LOC110187652" "3R"
"11656" "ScA8VGg_76;HRSCAF=120" "LOC110187705" "3R"
"11657" "ScA8VGg_76;HRSCAF=120" "LOC110187852" "3R"
"11658" "ScA8VGg_76;HRSCAF=120" "LOC110187664" "3R"
"11659" "ScA8VGg_76;HRSCAF=120" "LOC110187906" "3R"
"11660" "ScA8VGg_76;HRSCAF=120" "LOC110187949" "3R"
"11661" "ScA8VGg_76;HRSCAF=120" "LOC110187775" "3R"
"11662" "ScA8VGg_76;HRSCAF=120" "LOC110187773" "3R"
"11663" "ScA8VGg_76;HRSCAF=120" "LOC110187726" "3R"
"11664" "ScA8VGg_76;HRSCAF=120" "LOC110187727" "3R"
"11665" "ScA8VGg_76;HRSCAF=120" "LOC110187830" "3R"
"11666" "ScA8VGg_76;HRSCAF=120" "LOC110187708" "3R"
"11667" "ScA8VGg_76;HRSCAF=120" "LOC110187706" "3R"
"11668" "ScA8VGg_76;HRSCAF=120" "LOC110187707" "3R"
"11669" "ScA8VGg_76;HRSCAF=120" "LOC110187859" "3R"
"11670" "ScA8VGg_76;HRSCAF=120" "LOC110188014" "3R"
"11671" "ScA8VGg_76;HRSCAF=120" "LOC110187825" "3R"
"11672" "ScA8VGg_76;HRSCAF=120" "LOC110187795" "3R"
"11673" "ScA8VGg_76;HRSCAF=120" "LOC110187794" "3R"
"11674" "ScA8VGg_76;HRSCAF=120" "LOC110188110" "3R"
"11675" "ScA8VGg_76;HRSCAF=120" "LOC110188063" "3R"
"11676" "ScA8VGg_76;HRSCAF=120" "LOC110187848" "3R"
"11677" "ScA8VGg_76;HRSCAF=120" "LOC110187849" "3R"
"11678" "ScA8VGg_76;HRSCAF=120" "LOC110187816" "3R"
"11679" "ScA8VGg_76;HRSCAF=120" "LOC110187815" "3R"
"11680" "ScA8VGg_76;HRSCAF=120" "LOC110187901" "3R"
"11681" "ScA8VGg_76;HRSCAF=120" "LOC110187777" "3R"
"11682" "ScA8VGg_76;HRSCAF=120" "LOC110187814" "3R"
"11683" "ScA8VGg_76;HRSCAF=120" "LOC110187710" "3R"
"11684" "ScA8VGg_76;HRSCAF=120" "LOC110187760" "3R"
"11685" "ScA8VGg_76;HRSCAF=120" "LOC110187909" "3R"
"11686" "ScA8VGg_76;HRSCAF=120" "LOC110188111" "3R"
"11687" "ScA8VGg_76;HRSCAF=120" "LOC110188112" "3R"
"11688" "ScA8VGg_76;HRSCAF=120" "LOC110188114" "3R"
"11689" "ScA8VGg_76;HRSCAF=120" "LOC110188113" "3R"
"11690" "ScA8VGg_76;HRSCAF=120" "LOC110187655" "3R"
"11691" "ScA8VGg_76;HRSCAF=120" "LOC110187970" "3R"
"11692" "ScA8VGg_76;HRSCAF=120" "LOC110187734" "3R"
"11693" "ScA8VGg_76;HRSCAF=120" "LOC110188075" "3R"
"11694" "ScA8VGg_76;HRSCAF=120" "LOC110188074" "3R"
"11695" "ScA8VGg_76;HRSCAF=120" "LOC110188077" "3R"
"11696" "ScA8VGg_76;HRSCAF=120" "LOC110188076" "3R"
"11697" "ScA8VGg_76;HRSCAF=120" "LOC110187779" "3R"
"11698" "ScA8VGg_76;HRSCAF=120" "LOC110187969" "3R"
"11699" "ScA8VGg_76;HRSCAF=120" "LOC110187649" "3R"
"11700" "ScA8VGg_76;HRSCAF=120" "LOC110187914" "3R"
"11701" "ScA8VGg_76;HRSCAF=120" "LOC110187832" "3R"
"11702" "ScA8VGg_76;HRSCAF=120" "LOC110187833" "3R"
"11703" "ScA8VGg_76;HRSCAF=120" "LOC110188103" "3R"
"11704" "ScA8VGg_76;HRSCAF=120" "LOC110188106" "3R"
"11705" "ScA8VGg_76;HRSCAF=120" "LOC110188105" "3R"
"11706" "ScA8VGg_76;HRSCAF=120" "LOC110187656" "3R"
"11707" "ScA8VGg_76;HRSCAF=120" "LOC110187658" "3R"
"11708" "ScA8VGg_76;HRSCAF=120" "LOC110187657" "3R"
"11709" "ScA8VGg_76;HRSCAF=120" "LOC110187660" "3R"
"11710" "ScA8VGg_76;HRSCAF=120" "LOC110187661" "3R"
"11711" "ScA8VGg_76;HRSCAF=120" "LOC110187659" "3R"
"11712" "ScA8VGg_76;HRSCAF=120" "LOC110187895" "3R"
"11713" "ScA8VGg_76;HRSCAF=120" "LOC110187894" "3R"
"11714" "ScA8VGg_76;HRSCAF=120" "LOC110188003" "3R"
"11715" "ScA8VGg_76;HRSCAF=120" "LOC110188055" "3R"
"11716" "ScA8VGg_76;HRSCAF=120" "LOC110188056" "3R"
"11717" "ScA8VGg_76;HRSCAF=120" "LOC110187854" "3R"
"11718" "ScA8VGg_76;HRSCAF=120" "LOC110187855" "3R"
"11719" "ScA8VGg_76;HRSCAF=120" "LOC110188034" "3R"
"11720" "ScA8VGg_76;HRSCAF=120" "LOC110187787" "3R"
"11721" "ScA8VGg_76;HRSCAF=120" "LOC110188054" "3R"
"11722" "ScA8VGg_76;HRSCAF=120" "LOC110187968" "3R"
"11723" "ScA8VGg_76;HRSCAF=120" "LOC110188008" "3R"
"11724" "ScA8VGg_76;HRSCAF=120" "LOC110187897" "3R"
"11725" "ScA8VGg_76;HRSCAF=120" "LOC110187772" "3R"
"11726" "ScA8VGg_76;HRSCAF=120" "LOC110187967" "3R"
"11727" "ScA8VGg_76;HRSCAF=120" "LOC110187821" "3R"
"11728" "ScA8VGg_76;HRSCAF=120" "LOC110187780" "3R"
"11729" "ScA8VGg_76;HRSCAF=120" "LOC110187802" "3R"
"11730" "ScA8VGg_76;HRSCAF=120" "LOC110188020" "3R"
"11731" "ScA8VGg_76;HRSCAF=120" "LOC110187910" "3R"
"11732" "ScA8VGg_76;HRSCAF=120" "LOC110187964" "3R"
"11733" "ScA8VGg_76;HRSCAF=120" "LOC110188121" "3R"
"11734" "ScA8VGg_76;HRSCAF=120" "LOC110187648" "3R"
"11735" "ScA8VGg_76;HRSCAF=120" "LOC110188010" "3R"
"11736" "ScA8VGg_76;HRSCAF=120" "LOC110187963" "3R"
"11737" "ScA8VGg_76;HRSCAF=120" "LOC110187962" "3R"
"11738" "ScA8VGg_76;HRSCAF=120" "LOC110188045" "3R"
"11739" "ScA8VGg_76;HRSCAF=120" "LOC110188015" "3R"
"11740" "ScA8VGg_76;HRSCAF=120" "LOC110188041" "3R"
"11741" "ScA8VGg_76;HRSCAF=120" "LOC110187953" "3R"
"11742" "ScA8VGg_76;HRSCAF=120" "LOC110187673" "3R"
"11743" "ScA8VGg_76;HRSCAF=120" "LOC110187862" "3R"
"11744" "ScA8VGg_76;HRSCAF=120" "LOC110187744" "3R"
"11745" "ScA8VGg_76;HRSCAF=120" "LOC110187880" "3R"
"11746" "ScA8VGg_76;HRSCAF=120" "LOC110187881" "3R"
"11747" "ScA8VGg_76;HRSCAF=120" "LOC110187730" "3R"
"11748" "ScA8VGg_76;HRSCAF=120" "LOC110187860" "3R"
"11749" "ScA8VGg_76;HRSCAF=120" "LOC110187958" "3R"
"11750" "ScA8VGg_76;HRSCAF=120" "LOC110187764" "3R"
"11751" "ScA8VGg_76;HRSCAF=120" "LOC110187763" "3R"
"11752" "ScA8VGg_76;HRSCAF=120" "LOC110187747" "3R"
"11753" "ScA8VGg_76;HRSCAF=120" "LOC110187945" "3R"
"11754" "ScA8VGg_76;HRSCAF=120" "LOC110187624" "3R"
"11755" "ScA8VGg_76;HRSCAF=120" "LOC110187893" "3R"
"11756" "ScA8VGg_76;HRSCAF=120" "LOC110187793" "3R"
"11757" "ScA8VGg_76;HRSCAF=120" "LOC110188094" "3R"
"11758" "ScA8VGg_76;HRSCAF=120" "LOC110187957" "3R"
"11759" "ScA8VGg_76;HRSCAF=120" "LOC110187956" "3R"
"11760" "ScA8VGg_76;HRSCAF=120" "LOC110187754" "3R"
"11761" "ScA8VGg_76;HRSCAF=120" "LOC110187674" "3R"
"11762" "ScA8VGg_76;HRSCAF=120" "LOC110187755" "3R"
"11763" "ScA8VGg_76;HRSCAF=120" "LOC110187670" "3R"
"11764" "ScA8VGg_76;HRSCAF=120" "LOC110187669" "3R"
"11765" "ScA8VGg_76;HRSCAF=120" "LOC110187671" "3R"
"11766" "ScA8VGg_76;HRSCAF=120" "LOC110187668" "3R"
"11767" "ScA8VGg_76;HRSCAF=120" "LOC110187837" "3R"
"11768" "ScA8VGg_76;HRSCAF=120" "LOC110187838" "3R"
"11769" "ScA8VGg_76;HRSCAF=120" "LOC110187965" "3R"
"11770" "ScA8VGg_76;HRSCAF=120" "LOC110187966" "3R"
"11771" "ScA8VGg_76;HRSCAF=120" "LOC110187711" "3R"
"11772" "ScA8VGg_76;HRSCAF=120" "LOC110187955" "3R"
"11773" "ScA8VGg_76;HRSCAF=120" "LOC110188024" "3R"
"11774" "ScA8VGg_76;HRSCAF=120" "LOC110188022" "3R"
"11775" "ScA8VGg_76;HRSCAF=120" "LOC110188118" "3R"
"11776" "ScA8VGg_76;HRSCAF=120" "LOC110188119" "3R"
"11777" "ScA8VGg_76;HRSCAF=120" "LOC110187676" "3R"
"11778" "ScA8VGg_76;HRSCAF=120" "LOC110187694" "3R"
"11779" "ScA8VGg_76;HRSCAF=120" "LOC110187885" "3R"
"11780" "ScA8VGg_76;HRSCAF=120" "LOC110187884" "3R"
"11781" "ScA8VGg_76;HRSCAF=120" "LOC110187776" "3R"
"11782" "ScA8VGg_76;HRSCAF=120" "LOC110187650" "3R"
"11783" "ScA8VGg_76;HRSCAF=120" "LOC110187640" "3R"
"11784" "ScA8VGg_76;HRSCAF=120" "LOC110187813" "3R"
"11785" "ScA8VGg_76;HRSCAF=120" "LOC110187687" "3R"
"11786" "ScA8VGg_76;HRSCAF=120" "LOC110187688" "3R"
"11787" "ScA8VGg_76;HRSCAF=120" "LOC110188037" "3R"
"11788" "ScA8VGg_76;HRSCAF=120" "LOC110187625" "3R"
"11789" "ScA8VGg_76;HRSCAF=120" "LOC110187626" "3R"
"11790" "ScA8VGg_76;HRSCAF=120" "LOC110187641" "3R"
"11791" "ScA8VGg_76;HRSCAF=120" "LOC110187761" "3R"
"11792" "ScA8VGg_76;HRSCAF=120" "LOC110187693" "3R"
"11793" "ScA8VGg_76;HRSCAF=120" "LOC110187946" "3R"
"11794" "ScA8VGg_76;HRSCAF=120" "LOC110187643" "3R"
"11795" "ScA8VGg_76;HRSCAF=120" "LOC110187646" "3R"
"11796" "ScA8VGg_76;HRSCAF=120" "LOC110187644" "3R"
"11797" "ScA8VGg_76;HRSCAF=120" "LOC110187645" "3R"
"11798" "ScA8VGg_76;HRSCAF=120" "LOC110187768" "3R"
"11799" "ScA8VGg_76;HRSCAF=120" "LOC110187698" "3R"
"11800" "ScA8VGg_76;HRSCAF=120" "LOC110187700" "3R"
"11801" "ScA8VGg_76;HRSCAF=120" "LOC110187699" "3R"
"11802" "ScA8VGg_76;HRSCAF=120" "LOC110187651" "3R"
"11803" "ScA8VGg_76;HRSCAF=120" "LOC110188025" "3R"
"11804" "ScA8VGg_76;HRSCAF=120" "LOC110188026" "3R"
"11805" "ScA8VGg_76;HRSCAF=120" "LOC110187666" "3R"
"11806" "ScA8VGg_76;HRSCAF=120" "LOC110187667" "3R"
"11807" "ScA8VGg_76;HRSCAF=120" "LOC110187665" "3R"
"11808" "ScA8VGg_76;HRSCAF=120" "LOC110187820" "3R"
"11809" "ScA8VGg_76;HRSCAF=120" "LOC110188011" "3R"
"11810" "ScA8VGg_76;HRSCAF=120" "LOC110187927" "3R"
"11811" "ScA8VGg_76;HRSCAF=120" "LOC110187954" "3R"
"11812" "ScA8VGg_76;HRSCAF=120" "LOC110187943" "3R"
"11813" "ScA8VGg_76;HRSCAF=120" "LOC110187929" "3R"
"11814" "ScA8VGg_76;HRSCAF=120" "LOC110187941" "3R"
"11815" "ScA8VGg_76;HRSCAF=120" "LOC110187944" "3R"
"11816" "ScA8VGg_76;HRSCAF=120" "LOC110187920" "3R"
"11817" "ScA8VGg_76;HRSCAF=120" "LOC110187919" "3R"
"11818" "ScA8VGg_76;HRSCAF=120" "LOC110187923" "3R"
"11819" "ScA8VGg_76;HRSCAF=120" "LOC110187921" "3R"
"11820" "ScA8VGg_76;HRSCAF=120" "LOC110187930" "3R"
"11821" "ScA8VGg_76;HRSCAF=120" "LOC110187938" "3R"
"11822" "ScA8VGg_76;HRSCAF=120" "LOC110187918" "3R"
"11823" "ScA8VGg_76;HRSCAF=120" "LOC110187936" "3R"
"11824" "ScA8VGg_76;HRSCAF=120" "LOC110187935" "3R"
"11825" "ScA8VGg_76;HRSCAF=120" "LOC110187915" "3R"
"11826" "ScA8VGg_76;HRSCAF=120" "LOC110187939" "3R"
"11827" "ScA8VGg_76;HRSCAF=120" "LOC110187932" "3R"
"11828" "ScA8VGg_76;HRSCAF=120" "LOC110187924" "3R"
"11829" "ScA8VGg_76;HRSCAF=120" "LOC110187940" "3R"
"11830" "ScA8VGg_76;HRSCAF=120" "LOC110187937" "3R"
"11831" "ScA8VGg_76;HRSCAF=120" "LOC110187934" "3R"
"11832" "ScA8VGg_76;HRSCAF=120" "LOC110187931" "3R"
"11833" "ScA8VGg_76;HRSCAF=120" "LOC110187917" "3R"
"11834" "ScA8VGg_76;HRSCAF=120" "LOC110187925" "3R"
"11835" "ScA8VGg_76;HRSCAF=120" "LOC110187928" "3R"
"11836" "ScA8VGg_76;HRSCAF=120" "LOC110187926" "3R"
"11837" "ScA8VGg_76;HRSCAF=120" "LOC110187680" "3R"
"11838" "ScA8VGg_76;HRSCAF=120" "LOC110187684" "3R"
"11839" "ScA8VGg_76;HRSCAF=120" "LOC110187677" "3R"
"11840" "ScA8VGg_76;HRSCAF=120" "LOC110187682" "3R"
"11841" "ScA8VGg_76;HRSCAF=120" "LOC110187686" "3R"
"11842" "ScA8VGg_76;HRSCAF=120" "LOC110187678" "3R"
"11843" "ScA8VGg_76;HRSCAF=120" "LOC110187683" "3R"
"11844" "ScA8VGg_76;HRSCAF=120" "LOC110187685" "3R"
"11845" "ScA8VGg_76;HRSCAF=120" "LOC110187681" "3R"
"11846" "ScA8VGg_76;HRSCAF=120" "LOC110187753" "3R"
"11847" "ScA8VGg_76;HRSCAF=120" "LOC110188115" "3R"
"11848" "ScA8VGg_76;HRSCAF=120" "LOC110188116" "3R"
"11849" "ScA8VGg_76;HRSCAF=120" "LOC110187771" "3R"
"11850" "ScA8VGg_76;HRSCAF=120" "LOC110187770" "3R"
"11851" "ScA8VGg_76;HRSCAF=120" "LOC110187740" "3R"
"11852" "ScA8VGg_76;HRSCAF=120" "LOC110187733" "3R"
"11853" "ScA8VGg_76;HRSCAF=120" "LOC110187732" "3R"
"11854" "ScA8VGg_76;HRSCAF=120" "LOC110188058" "3R"
"11855" "ScA8VGg_76;HRSCAF=120" "LOC110188073" "3R"
"11856" "ScA8VGg_76;HRSCAF=120" "LOC110187952" "3R"
"11857" "ScA8VGg_76;HRSCAF=120" "LOC110188070" "3R"
"11858" "ScA8VGg_76;HRSCAF=120" "LOC110188072" "3R"
"11859" "ScA8VGg_76;HRSCAF=120" "LOC110188071" "3R"
"11860" "ScA8VGg_76;HRSCAF=120" "LOC110188069" "3R"
"11861" "ScA8VGg_76;HRSCAF=120" "LOC110187951" "3R"
"11862" "ScA8VGg_76;HRSCAF=120" "LOC110187806" "3R"
"11863" "ScA8VGg_76;HRSCAF=120" "LOC110187805" "3R"
"11864" "ScA8VGg_76;HRSCAF=120" "LOC110187735" "3R"
"11865" "ScA8VGg_76;HRSCAF=120" "LOC110187736" "3R"
"11866" "ScA8VGg_76;HRSCAF=120" "LOC110187905" "3R"
"11867" "ScA8VGg_76;HRSCAF=120" "LOC110187662" "3R"
"11868" "ScA8VGg_76;HRSCAF=120" "LOC110187803" "3R"
"11869" "ScA8VGg_76;HRSCAF=120" "LOC110188038" "3R"
"11870" "ScA8VGg_76;HRSCAF=120" "LOC110187898" "3R"
"11871" "ScA8VGg_76;HRSCAF=120" "LOC110187844" "3R"
"11872" "ScA8VGg_76;HRSCAF=120" "LOC110188035" "3R"
"11873" "ScA8VGg_76;HRSCAF=120" "LOC110188122" "3R"
"11874" "ScA8VGg_76;HRSCAF=120" "LOC110187948" "3R"
"11875" "ScA8VGg_76;HRSCAF=120" "LOC110187751" "3R"
"11876" "ScA8VGg_76;HRSCAF=120" "LOC110187675" "3R"
"11877" "ScA8VGg_76;HRSCAF=120" "LOC110179903" "3R"
"11878" "ScA8VGg_76;HRSCAF=120" "LOC110179902" "3R"
"11879" "ScA8VGg_76;HRSCAF=120" "LOC110179906" "3R"
"11880" "ScA8VGg_76;HRSCAF=120" "LOC110179905" "3R"
"11881" "ScA8VGg_76;HRSCAF=120" "LOC110180224" "3R"
"11882" "ScA8VGg_76;HRSCAF=120" "LOC110180227" "3R"
"11883" "ScA8VGg_76;HRSCAF=120" "LOC110185373" "3R"
"11884" "ScA8VGg_76;HRSCAF=120" "LOC110180279" "3R"
"11885" "ScA8VGg_76;HRSCAF=120" "LOC110182175" "3R"
"11886" "ScA8VGg_76;HRSCAF=120" "LOC110179406" "3R"
"11887" "ScA8VGg_76;HRSCAF=120" "LOC110179403" "3R"
"11888" "ScA8VGg_76;HRSCAF=120" "LOC110179405" "3R"
"11889" "ScA8VGg_76;HRSCAF=120" "LOC110179404" "3R"
"11890" "ScA8VGg_76;HRSCAF=120" "LOC110178691" "3R"
"11891" "ScA8VGg_76;HRSCAF=120" "LOC110178690" "3R"
"11892" "ScA8VGg_76;HRSCAF=120" "LOC110178692" "3R"
"11893" "ScA8VGg_76;HRSCAF=120" "LOC110180479" "3R"
"11894" "ScA8VGg_76;HRSCAF=120" "LOC110180480" "3R"
"11895" "ScA8VGg_76;HRSCAF=120" "LOC110180481" "3R"
"11896" "ScA8VGg_76;HRSCAF=120" "LOC110180482" "3R"
"11897" "ScA8VGg_76;HRSCAF=120" "LOC110180483" "3R"
"11898" "ScA8VGg_76;HRSCAF=120" "LOC110183954" "3R"
"11899" "ScA8VGg_76;HRSCAF=120" "LOC110188919" "3R"
"11900" "ScA8VGg_76;HRSCAF=120" "LOC110185353" "3R"
"11901" "ScA8VGg_76;HRSCAF=120" "LOC110185352" "3R"
"11902" "ScA8VGg_76;HRSCAF=120" "LOC110185351" "3R"
"11903" "ScA8VGg_76;HRSCAF=120" "LOC110180710" "3R"
"11904" "ScA8VGg_76;HRSCAF=120" "LOC110180073" "3R"
"11905" "ScA8VGg_770;HRSCAF=1114" "LOC110185019" "NA"
"11906" "ScA8VGg_770;HRSCAF=1114" "LOC110185017" "NA"
"11907" "ScA8VGg_770;HRSCAF=1114" "LOC110185018" "NA"
"11908" "ScA8VGg_770;HRSCAF=1114" "LOC110185016" "NA"
"11909" "ScA8VGg_771;HRSCAF=1118" "LOC110185141" "NA"
"11910" "ScA8VGg_772;HRSCAF=1119" "LOC110185142" "NA"
"11911" "ScA8VGg_773;HRSCAF=1120" "LOC110185143" "NA"
"11912" "ScA8VGg_776;HRSCAF=1127" "LOC110185344" "NA"
"11913" "ScA8VGg_781;HRSCAF=1133" "LOC110185345" "NA"
"11914" "ScA8VGg_785;HRSCAF=1140" "LOC110180247" "2R"
"11915" "ScA8VGg_785;HRSCAF=1140" "LOC110180241" "2R"
"11916" "ScA8VGg_785;HRSCAF=1140" "LOC110180232" "2R"
"11917" "ScA8VGg_785;HRSCAF=1140" "LOC110180235" "2R"
"11918" "ScA8VGg_785;HRSCAF=1140" "LOC110180234" "2R"
"11919" "ScA8VGg_785;HRSCAF=1140" "LOC110180249" "2R"
"11920" "ScA8VGg_785;HRSCAF=1140" "LOC110180248" "2R"
"11921" "ScA8VGg_785;HRSCAF=1140" "LOC110180240" "2R"
"11922" "ScA8VGg_785;HRSCAF=1140" "LOC110180245" "2R"
"11923" "ScA8VGg_785;HRSCAF=1140" "LOC110180246" "2R"
"11924" "ScA8VGg_785;HRSCAF=1140" "LOC110180237" "2R"
"11925" "ScA8VGg_785;HRSCAF=1140" "LOC110180239" "2R"
"11926" "ScA8VGg_785;HRSCAF=1140" "LOC110180238" "2R"
"11927" "ScA8VGg_785;HRSCAF=1140" "LOC110180236" "2R"
"11928" "ScA8VGg_785;HRSCAF=1140" "LOC110180243" "2R"
"11929" "ScA8VGg_785;HRSCAF=1140" "LOC110180231" "2R"
"11930" "ScA8VGg_785;HRSCAF=1140" "LOC110180244" "2R"
"11931" "ScA8VGg_785;HRSCAF=1140" "LOC110180250" "2R"
"11932" "ScA8VGg_785;HRSCAF=1140" "LOC110184073" "2R"
"11933" "ScA8VGg_785;HRSCAF=1140" "LOC110184040" "2R"
"11934" "ScA8VGg_785;HRSCAF=1140" "LOC110184072" "2R"
"11935" "ScA8VGg_785;HRSCAF=1140" "LOC110184070" "2R"
"11936" "ScA8VGg_785;HRSCAF=1140" "LOC110184041" "2R"
"11937" "ScA8VGg_785;HRSCAF=1140" "LOC110184043" "2R"
"11938" "ScA8VGg_785;HRSCAF=1140" "LOC110184069" "2R"
